Main_Title,Sub_Title,Venue,Fees,Date,Links
Radiation Safety,Safely Working with Radioactive Materials,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/radiation-safety
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Jeddah,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/developing-and-sustaining-an-effective-safety-culture
Leadership Training for HSE Compliance Officers,Developing the Next Generation of HSE Compliance Leaders,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/leadership-training-for-hse-compliance-officers
Radiation Safety,Safely Working with Radioactive Materials,Online,"$3,950",14 - 18 Sep 2026,https://glomacs.com/training-course/radiation-safety
Instrumentation in Hazardous Areas,,Dubai,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/instrumentation-in-hazardous-areas
Behavioural Based Safety,Safe Person – Safe Workplace,Abu Dhabi,"$5,950",14 - 18 Sep 2026,https://glomacs.com/training-course/behavioural-based-safety
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/energy-climate-change
Laboratory Testing and Management,Keeping Up to Date with Contemporary Testing Requirements,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/laboratory-testing-and-management-keeping-up-to-date-with-contemporary-testing-requirements
Laboratory Testing and Management,Keeping Up to Date with Contemporary Testing Requirements,Online,"$3,950",21 - 25 Sep 2026,https://glomacs.com/training-course/laboratory-testing-and-management-keeping-up-to-date-with-contemporary-testing-requirements
Advanced Safety Leadership,Reducing Errors & Influencing Safety Behaviour,Amsterdam,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/advanced-safety-leadership
Sustainability and Carbon Accounting Masterclass,Enabling Inhouse Sustainability Report Generation,Amsterdam,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/sustainability-and-carbon-accounting-masterclass
Advanced Management of Environmental Service,Innovative Approaches to Environmental Service Leadership,London,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/advance-management-of-environmental-service
Road Safety Audits & Inspections,View the Road through the Safety Lenses,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/road-safety-audits-inspections
Managing Project Risks in the Oil & Gas Industry,Minimising Uncertainties in Highly Complex Environments,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/managing-project-risks-in-the-oil-and-gas-industry
Marine Reliability and Safety Management Techniques,Implementation of the Principals of Marine Safety Management leads to a Reliable Maritime Industry,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/marine-reliability-and-safety-management-techniques
Managing Subcontractors,Creating the Framework for Contracting Effectiveness,London,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/managing-subcontractors
Road Safety Audits & Inspections,View the Road through the Safety Lenses,Online,"$3,950",21 - 25 Sep 2026,https://glomacs.com/training-course/road-safety-audits-inspections
Managing Project Risks in the Oil & Gas Industry,Minimising Uncertainties in Highly Complex Environments,Online,"$3,950",21 - 25 Sep 2026,https://glomacs.com/training-course/managing-project-risks-in-the-oil-and-gas-industry
Comprehensive SIPROTEC 5 Protection,,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/comprehensive-siprotec-5-protection
IED Protection Tools and Cyber Security,Defending Against Attacks on the Power Grid,Dubai,"$5,950",21 - 25 Sep 2026,https://glomacs.com/training-course/ied-protection-tools-and-cyber-security
Mini MBA for HSE Professionals,Previously advertised as 'The 10-Day Advanced Health & Safety Leadership',Amsterdam,"$11,900",21 Sep - 02 Oct 2026,https://glomacs.com/training-course/mini-mba-for-hse-professionals
Advanced Health and Safety for Healthcare Professionals,,Amsterdam,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/advanced-health-and-safety-for-healthcare-professionals
Circular Economy for Sustainable Built Environment,Bringing Circularity to Build Environment and Make It,Dubai,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/circular-economy-for-sustainable-built-environment
Oil Refinery & Petrochemical Industry Wastewater Treatment,"Process Description, Design Parameters and Operation",Dubai,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/oil-refinery-petrochemical-industry-wastewater-treatment
Accident and Injury Prevention for Petroleum Workers,"Developing Skills and Knowledge to Identify, Reduce, and Eliminate Oil and Gas-Related Hazards",Dubai,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/accident-and-injury-prevention-for-petroleum-workers
Oil Refinery & Petrochemical Industry Wastewater Treatment,"Process Description, Design Parameters and Operation",Online,"$3,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/oil-refinery-petrochemical-industry-wastewater-treatment
Accident and Injury Prevention for Petroleum Workers,"Developing Skills and Knowledge to Identify, Reduce, and Eliminate Oil and Gas-Related Hazards",Online,"$3,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/accident-and-injury-prevention-for-petroleum-workers
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,,London,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-3-senior-managers-and-administrators
Safety in Process Equipment Design & Operation,Risk Minimization Approach,Al Ain,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/safety-in-process-equipment-design-operation
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam,"$5,950",28 Sep - 02 Oct 2026,https://glomacs.com/training-course/advanced-health-safety-management
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,Lisbon,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/the-complete-net-zero-emission
Waste Management and Circular Economy,Contemporary Approach and New Trends,Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/waste-management-and-circular-economy
OSHA: Occupational Safety & Health Administration Standards,The Right Way for Safety,London,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/osha-training-occupational-safety-health-administration-standards
Understanding Scope 3 Emissions,Approaches to address and control indirect emissions,Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/understanding-scope-3-emissions
Waste Management and Circular Economy,Contemporary Approach and New Trends,Online,"$3,950",05 - 09 Oct 2026,https://glomacs.com/training-course/waste-management-and-circular-economy
Alarm Management,The High Performance of Human Machine Interface,Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/alarm-management
Advanced Accident Investigation & Reporting,“If You Think Safety Is Expensive – Try an Accident”,Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/advanced-accident-investigation-reporting
Fire Fighting System Training for Operators and Technicians,,Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/fire-fighting-system-training-operators-and-technicians
Understanding Scope 3 Emissions,Approaches to address and control indirect emissions,Online,"$3,950",05 - 09 Oct 2026,https://glomacs.com/training-course/understanding-scope-3-emissions
Green Office Management,Improving Efficiency and Reducing Impact Through Sustainable Business Practices,Dubai,"$5,950",05 - 09 Oct 2026,https://glomacs.com/training-course/green-office-management
Advanced Accident Investigation & Reporting,“If You Think Safety Is Expensive – Try an Accident”,Online,"$3,950",05 - 09 Oct 2026,https://glomacs.com/training-course/advanced-accident-investigation-reporting
Brownfield Site Restoration and Remediation,"Technologies for Cleaning up, Redeveloping, and Planned Reuse of Brownfields and Other Contaminated Sites",London,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/brownfield-site-restoration-remediation
LEED Green Associate Exam Preparation Training,Become a Leader in Green Building Design and Construction,London,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/leed-green-associate-exam-preparation-training
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Hazardous Waste Management and Pollution,Contamination & Hazardous Waste - Management & Prevention,Online,"$3,950",12 - 16 Oct 2026,https://glomacs.com/training-course/hazardous-waste-management-and-pollution
Zero Carbon Fuels: Ammonia and Hydrogen,The Solution to Global Warming,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/zero-carbon-fuels-ammonia-and-hydrogen
Intelligent Felt Leadership,Leadership through Visibility — Driving Safety Culture and Team Engagement,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/intelligent-felt-leadership
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/best-practices-for-optimizing-warehouse-safety
Hazardous Waste Management and Pollution,Contamination & Hazardous Waste - Management & Prevention,Dubai,"$5,950",12 - 16 Oct 2026,https://glomacs.com/training-course/hazardous-waste-management-and-pollution
Integrated Quality Management Systems (QMS) and Implementing Hazardous Waste Concepts,"Effective Implementation of ISO 9001,14001 and 45001 Standards incorporating Waste Management Principles",Dubai,"$11,900",12 - 23 Oct 2026,https://glomacs.com/training-course/integrated-quality-management-systems-qms-and-implementing-hazardous-waste-concepts
Integrated Quality Management Systems (QMS) and Implementing Hazardous Waste Concepts,"Effective Implementation of ISO 9001,14001 and 45001 Standards incorporating Waste Management Principles",Online,"$7,900",12 - 23 Oct 2026,https://glomacs.com/training-course/integrated-quality-management-systems-qms-and-implementing-hazardous-waste-concepts
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",Amsterdam,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
Working at Height,"Safety, Risk Management, and Fall Protection Strategies",Dubai,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/working-at-height
Advanced Safety Leadership,Reducing Errors & Influencing Safety Behaviour,Dubai,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/advanced-safety-leadership
Safety Audit & Site Inspection,Improvement through Measurement,London,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/safety-audit-and-site-inspection
"Implementation of Quality, Environmental and Health & Safety Management Systems","Developing, Implementing and Assessing Management Systems for Continual Improvement of the Organisation",Dubai,"$5,950",19 - 23 Oct 2026,https://glomacs.com/training-course/implementation-of-quality-environmental-and-health-safety-management-systems
Advanced Safety Leadership,Reducing Errors & Influencing Safety Behaviour,Online,"$3,950",19 - 23 Oct 2026,https://glomacs.com/training-course/advanced-safety-leadership
"Implementation of Quality, Environmental and Health & Safety Management Systems","Developing, Implementing and Assessing Management Systems for Continual Improvement of the Organisation",Online,"$3,950",19 - 23 Oct 2026,https://glomacs.com/training-course/implementation-of-quality-environmental-and-health-safety-management-systems
Mini MBA for HSE Professionals,Previously advertised as 'The 10-Day Advanced Health & Safety Leadership',Dubai,"$11,900",19 - 30 Oct 2026,https://glomacs.com/training-course/mini-mba-for-hse-professionals
Aerial Surveillance,,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/aerial-surveillance
Global Environmental Law and Governance,Challenges and Practical Solutions,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/global-environmental-law-governance
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-3-senior-managers-and-administrators
Advanced Health & Safety Management,Managing Risks to Protect People,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/advanced-health-safety-management
Advanced Health and Safety for Healthcare Professionals,,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/advanced-health-and-safety-for-healthcare-professionals
Global Environmental Law and Governance,Challenges and Practical Solutions,Online,"$3,950",26 - 30 Oct 2026,https://glomacs.com/training-course/global-environmental-law-governance
Advanced Health & Safety Management,Managing Risks to Protect People,Online,"$3,950",26 - 30 Oct 2026,https://glomacs.com/training-course/advanced-health-safety-management
Advanced Health and Safety for Healthcare Professionals,,Online,"$3,950",26 - 30 Oct 2026,https://glomacs.com/training-course/advanced-health-and-safety-for-healthcare-professionals
Better Energy Management with Transition Engineering,Using Transition Engineering to Improve Energy Performance,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/better-energy-management-with-transition-engineering
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,Dubai,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/advanced-process-hazop
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Kuala Lumpur,"$5,950",26 - 30 Oct 2026,https://glomacs.com/training-course/developing-and-sustaining-an-effective-safety-culture
Advanced Process HAZOP,Identifying Potential Hazards in Process Systems and Managing Operability Issues,Online,"$3,950",26 - 30 Oct 2026,https://glomacs.com/training-course/advanced-process-hazop
Managing Subcontractors,Creating the Framework for Contracting Effectiveness,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/managing-subcontractors
Traffic Accident Investigation,How to Identify and Collect Evidences,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/traffic-accident-investigation
Behavioural Based Safety,Safe Person – Safe Workplace,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/behavioural-based-safety
Process Safety Management,Improving Safety Performance,Nairobi,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/process-safety-management
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/functional-safety-cybersecurity
Navigating Environmental Challenges,"Strategies for Management, Risk Assessment, Waste, and Green Practices",Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/navigating-environmental-challenges
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/carbon-capture-utilization-and-storage-ccus
Business and Climate Change,Towards Net Zero Emission,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/business-and-climate-change
Risk Assessment and Hazard Identification,Determining Risk Values,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/risk-assessment-and-hazard-identification
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,,Dubai,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-2-supervisors-and-on-scene-commanders
Behavioural Based Safety,Safe Person – Safe Workplace,Online,"$3,950",02 - 06 Nov 2026,https://glomacs.com/training-course/behavioural-based-safety
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Online,"$3,950",02 - 06 Nov 2026,https://glomacs.com/training-course/functional-safety-cybersecurity
"Carbon Capture, Utilization and Storage (CCUS)",Reducing Carbon Footprints through Advanced Technologies,Online,"$3,950",02 - 06 Nov 2026,https://glomacs.com/training-course/carbon-capture-utilization-and-storage-ccus
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,Amsterdam,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/carbon-management-ghg-footprinting-net-zero-emission
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,,Online,"$3,950",02 - 06 Nov 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-2-supervisors-and-on-scene-commanders
Explosive Safety Management (ESM),,Taif,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/explosive-safety-management-esm
Best Practices for Optimizing Warehouse Safety,Keeping Warehouse Workers Injury Free,London,"$5,950",02 - 06 Nov 2026,https://glomacs.com/training-course/best-practices-for-optimizing-warehouse-safety
IMO Model Training Course on OPRC: Level 1 - First Responders,,Abu Dhabi,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-1-first-responders
Safety Audit & Site Inspection,Improvement through Measurement,Online,"$3,950",09 - 13 Nov 2026,https://glomacs.com/training-course/safety-audit-and-site-inspection
Explosive Safety Area Management (ESAM),,Taif,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/explosive-safety-area-management-esam
ISGOTT & SIGTTO Requirements related to Tanker and Oil & Gas Terminal Operations and Safety,,Dubai,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/isgott-sigtto-requirements-related-to-tanker-and-oil-gas-terminal-operations-and-safety
Sustainable Urban Development,Effective Development of Urban Centers in Era of Globalization,Dubai,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/sustainable-urban-development
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",London,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
The Art of Advanced Communication for Healthcare Professionals,"Communication, Persuasion, and Influence with a Focus on Emotional Intelligence",Dubai,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/the-art-of-advanced-communication-for-healthcare-professionals
Sustainable Urban Development,Effective Development of Urban Centers in Era of Globalization,Online,"$3,950",09 - 13 Nov 2026,https://glomacs.com/training-course/sustainable-urban-development
Safety Audit & Site Inspection,Improvement through Measurement,Dubai,"$5,950",09 - 13 Nov 2026,https://glomacs.com/training-course/safety-audit-and-site-inspection
Safety Case Development & Application,"Excellence in Safety Case Design, Planning & Execution",Dubai,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/safety-case-development-application
Safety Technology & Risk Management,"Adopting a Systematic Approach to Risk Identification, Assessment and Management",Paris,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/safety-technology-and-risk-management
IMO Model Training Course on OPRC: Level 1 - First Responders,,London,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-1-first-responders
"Oil Spills and Pollution: Prevention, Response and Recovery",,Kigali,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/oil-spills-and-pollution
"Risk Assessments, Method Statements and Quality Plans",Mitigating the Consequences of Related Risk Events through Documented Control Options,Dubai,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/risk-assessments-method-statements-and-quality-plans
Low Carbon Development,"Empowering Sustainability: A Comprehensive Journey through Low Carbon Development Strategies, Renewable Energy, and Energy Efficiency",Stockholm,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/low-carbon-development
Environmental and Social Impact Assessment,Better Assessment for Successful Business,Dubai,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/environmental-social-impact-assessment
"Risk Assessments, Method Statements and Quality Plans",Mitigating the Consequences of Related Risk Events through Documented Control Options,Online,"$3,950",16 - 20 Nov 2026,https://glomacs.com/training-course/risk-assessments-method-statements-and-quality-plans
Environmental Monitoring and Modelling,"Gaining Fundamental Understanding and Skills in Environmental Measurement, Modelling and Monitoring",Dubai,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/environmental-monitoring-and-modeling
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dammam,"$5,950",16 - 20 Nov 2026,https://glomacs.com/training-course/developing-and-sustaining-an-effective-safety-culture
Healthcare Hazard Control and Safety Management,Safety Excellence in Healthcare,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/healthcare-hazard-control-and-safety-management
Road Safety Leadership and Management,Create a Safe Road Network,Online,"$3,950",23 - 27 Nov 2026,https://glomacs.com/training-course/road-safety-leadership-and-management
Healthcare Hazard Control and Safety Management,Safety Excellence in Healthcare,Online,"$3,950",23 - 27 Nov 2026,https://glomacs.com/training-course/healthcare-hazard-control-and-safety-management
ISO 50001: Energy Management Systems,Meeting International Standards in Energy Management,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/iso-50001-energy-management-systems-meeting-international-standards-in-energy-management
Operational Safety Management for Oil & Gas Professionals,Continuing Safe Operations,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/operational-safety-management-for-oil-gas-professionals
ISO 50001: Energy Management Systems,Meeting International Standards in Energy Management,Online,"$3,950",23 - 27 Nov 2026,https://glomacs.com/training-course/iso-50001-energy-management-systems-meeting-international-standards-in-energy-management
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",Rome,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
Road Safety Leadership and Management,Create a Safe Road Network,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/road-safety-leadership-and-management
Certified Fire Protection Specialist,Introduction to Fire Protection Principles and Practices,Dubai,"$5,950",23 - 27 Nov 2026,https://glomacs.com/training-course/certified-fire-protection-specialist
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,London,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/the-complete-net-zero-emission
Circular Economy for Sustainable Built Environment,Bringing Circularity to Build Environment and Make It,London,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/circular-economy-for-sustainable-built-environment
Construction Quality Control on Site,A Practical Approach to Solve Construction Problems,Abu Dhabi,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/construction-quality-control-on-site
Offshore Safety & Risk Management Systems,Improving Safety Increases Profits,Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/offshore-safety-risk-management-systems
The Complete Net Zero Emission,Innovative Approach to Achieve Complete Net Zero Comfortably,Online,"$3,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/the-complete-net-zero-emission
Leadership Training for HSE Compliance Officers,Developing the Next Generation of HSE Compliance Leaders,Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/leadership-training-for-hse-compliance-officers
Carbon Management,Carbon & GHG Footprinting and Net Zero Emission,London,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/carbon-management-ghg-footprinting-net-zero-emission
Road Safety Auditor Team Leader Certification,Accepting Your Leadership Potential through Your Knowledge,Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/road-safety-auditor-team-leader-certification
Radiation Safety,Safely Working with Radioactive Materials,Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/radiation-safety
Major Emergency Response Management,"Planning, Leadership & Communication",Dubai,"$5,950",30 Nov - 04 Dec 2026,https://glomacs.com/training-course/major-emergency-response-management
10-Day Health & Safety Development Programme,,Dubai,"$11,900",30 Nov - 11 Dec 2026,https://glomacs.com/training-course/10-day-health-safety-development-programme
Developing and Sustaining an Effective Safety Culture,Delivering our Safety Visions and Beliefs,Dubai,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/developing-and-sustaining-an-effective-safety-culture
Process Safety Management,Improving Safety Performance,Dubai,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/process-safety-management
Advanced Health and Safety for Healthcare Professionals,,Amsterdam,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/advanced-health-and-safety-for-healthcare-professionals
Waste Management and Circular Economy,Contemporary Approach and New Trends,London,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/waste-management-and-circular-economy
Root Cause Analysis (RCA) using Tripod Beta Method,Identify and Remove Underlying Causes of Incidents,Dubai,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/root-cause-analysis-using-tripod-beta-method-incident-investigation-and-analysis
Alarm Management,The High Performance of Human Machine Interface,Abu Dhabi,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/alarm-management
Advanced Health & Safety Management,Managing Risks to Protect People,Amsterdam,"$5,950",07 - 11 Dec 2026,https://glomacs.com/training-course/advanced-health-safety-management
Process Safety Management,Improving Safety Performance,Online,"$3,950",07 - 11 Dec 2026,https://glomacs.com/training-course/process-safety-management
The Oxford Adaptive Leadership for Healthcare Management,"Improving Delegation, Managing Resources and Expectations, and Increasing Efficiency",Paris,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/the-oxford-adaptive-leadership-for-healthcare-management
Environmental and Social Impact Assessment,Better Assessment for Successful Business,Online,"$3,950",14 - 18 Dec 2026,https://glomacs.com/training-course/environmental-social-impact-assessment
Advanced Operation & Safety Practices in Terminals Handling Ships Carrying Liquefied Gases in Bulk,,Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/advanced-operation-safety-practices-in-terminals-handling-ships-carrying-liquefied-gases-in-bulk
IMO Model Training Course on OPRC: Level 3 - Senior Managers and Administrators,,Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-3-senior-managers-and-administrators
Construction HSE Hazards,"Site Hazardous Work, Safeguards & Controls",Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/construction-hse-hazards
Behavioural Based Safety,Safe Person – Safe Workplace,Dammam,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/behavioural-based-safety
Sustainability and Carbon Accounting Masterclass,Enabling Inhouse Sustainability Report Generation,London,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/sustainability-and-carbon-accounting-masterclass
Environmental and Social Impact Assessment,Better Assessment for Successful Business,Dubai,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/environmental-social-impact-assessment
IMO Model Training Course on OPRC: Level 2 - Supervisors and On-Scene Commanders,,Abu Dhabi,"$5,950",14 - 18 Dec 2026,https://glomacs.com/training-course/imo-model-training-course-on-oprc-level-2-supervisors-and-on-scene-commanders
IMO Model Training Course on ORPC,Level 0 - First Responders,Dubai,"$2,450",21 Dec 2026,https://glomacs.com/training-course/imo-model-training-course-on-orpc
Climate Change: Economics & Governance,How Achieving the Economic Growth while Solving the Climate Change issues through Correct Governance,Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/climate-change-economics-governance
ISO 39001: Road Traffic Safety Management System,On the Road to ISO 39001,Online,"$3,950",21 - 25 Dec 2026,https://glomacs.com/training-course/iso-39001-road-traffic-safety-management-system
Advanced Safety Leadership,Reducing Errors & Influencing Safety Behaviour,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/advanced-safety-leadership
Energy and Climate Change,Decarbonizing Energy Economies with Renewable Energy,Online,"$3,950",21 - 25 Dec 2026,https://glomacs.com/training-course/energy-climate-change
Traffic Accident Investigation,How to Identify and Collect Evidences,London,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/traffic-accident-investigation
LEED Green Associate Exam Preparation Training,Become a Leader in Green Building Design and Construction,Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/leed-green-associate-exam-preparation-training
OSHA: Occupational Safety & Health Administration Standards,The Right Way for Safety,Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/osha-training-occupational-safety-health-administration-standards
Safety Audit & Site Inspection,Improvement through Measurement,Pretoria,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/safety-audit-and-site-inspection
ISGOTT & SIGTTO Requirements related to Tanker and Oil & Gas Terminal Operations and Safety,,Doha,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/isgott-sigtto-requirements-related-to-tanker-and-oil-gas-terminal-operations-and-safety
Prevent Disastrous Decisions,Eliminating Wrong Choices,Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/prevent-disastrous-decisions
OSHA: Occupational Safety & Health Administration Standards,The Right Way for Safety,Online,"$3,950",21 - 25 Dec 2026,https://glomacs.com/training-course/osha-training-occupational-safety-health-administration-standards
Fundamentals of Decarbonisation,"Energy Efficiency, Carbon Footprint Reduction, and Climate Change Response",Dubai,"$5,950",21 - 25 Dec 2026,https://glomacs.com/training-course/fundamentals-of-decarbonisation
